Wavenumber,Intensity
3006.0980,0.320126
3007.9616,0.318285
3009.8253,0.316616
3011.6890,0.314777
3013.5526,0.312637
3015.4163,0.310719
3017.2800,0.309746
3019.1436,0.309359
3021.0073,0.309143
3022.8710,0.309632
3024.7347,0.309916
3026.5983,0.309422
3028.4620,0.309317
3030.3257,0.310115
3032.1893,0.311335
3034.0530,0.311772
3035.9167,0.311492
3037.7803,0.311782
3039.6440,0.312460
3041.5077,0.313363
3043.3713,0.314632
3045.2350,0.315537
3047.0987,0.315735
3048.9624,0.316785
3050.8260,0.318105
3052.6897,0.318382
3054.5534,0.319202
3056.4170,0.321012
3058.2807,0.322552
3060.1444,0.323012
3062.0080,0.323654
3063.8717,0.324944
3065.7354,0.325997
3067.5990,0.327092
3069.4627,0.328076
3071.3264,0.329007
3073.1900,0.329954
3075.0537,0.330734
3076.9174,0.331299
3078.7811,0.331736
3080.6447,0.332190
3082.5084,0.332768
3084.3721,0.332897
3086.2357,0.333141
3088.0994,0.334008
3089.9631,0.334964
3091.8267,0.335379
3093.6904,0.335762
3095.5541,0.336411
3097.4177,0.337536
3099.2814,0.338817
3101.1451,0.340124
3103.0087,0.341183
3104.8724,0.342057
3106.7361,0.342572
3108.5998,0.343175
3110.4634,0.344608
3112.3271,0.345986
3114.1908,0.347100
3116.0544,0.347941
3117.9181,0.348934
3119.7818,0.350766
3121.6454,0.352374
3123.5091,0.353021
3125.3728,0.353974
3127.2364,0.355455
3129.1001,0.356733
3130.9638,0.357576
3132.8275,0.358739
3134.6911,0.360594
3136.5548,0.362109
3138.4185,0.363130
3140.2821,0.364219
3142.1458,0.365683
3144.0095,0.367183
3145.8731,0.368722
3147.7368,0.370213
3149.6005,0.372074
3151.4641,0.373707
3153.3278,0.374556
3155.1915,0.375965
3157.0551,0.377590
3158.9188,0.379086
3160.7825,0.380834
3162.6462,0.381981
3164.5098,0.382480
3166.3735,0.384190
3168.2372,0.386547
3170.1008,0.388019
3171.9645,0.389454
3173.8282,0.391140
3175.6918,0.392989
3177.5555,0.394387
3179.4192,0.395319
3181.2828,0.396600
3183.1465,0.398583
3185.0102,0.400771
3186.8739,0.402610
3188.7375,0.403660
3190.6012,0.404931
3192.4649,0.407029
3194.3285,0.408640
3196.1922,0.409798
3198.0559,0.411003
3199.9195,0.412622
3201.7832,0.414514
3203.6469,0.415965
3205.5105,0.417498
3207.3742,0.419102
3209.2379,0.420379
3211.1015,0.421183
3212.9652,0.422547
3214.8289,0.424803
3216.6926,0.427107
3218.5562,0.428412
3220.4199,0.429679
3222.2836,0.430642
3224.1472,0.431859
3226.0109,0.434091
3227.8746,0.436225
3229.7382,0.437868
3231.6019,0.438719
3233.4656,0.439665
3235.3292,0.441166
3237.1929,0.442451
3239.0566,0.444767
3240.9202,0.446474
3242.7839,0.447539
3244.6476,0.448846
3246.5113,0.450154
3248.3749,0.451132
3250.2386,0.452198
3252.1023,0.453799
3253.9659,0.455731
3255.8296,0.457681
3257.6933,0.457924
3259.5569,0.459030
3261.4206,0.461820
3263.2843,0.462730
3265.1479,0.463573
3267.0116,0.465709
3268.8753,0.468039
3270.7390,0.468432
3272.6026,0.469046
3274.4663,0.470995
3276.3300,0.472604
3278.1936,0.473208
3280.0573,0.473794
3281.9210,0.475147
3283.7846,0.476889
3285.6483,0.478327
3287.5120,0.480162
3289.3756,0.481665
3291.2393,0.482694
3293.1030,0.483313
3294.9666,0.484211
3296.8303,0.485649
3298.6940,0.486013
3300.5577,0.485697
3302.4213,0.487690
3304.2850,0.490502
3306.1487,0.490833
3308.0123,0.489408
3309.8760,0.490776
3311.7397,0.493543
3313.6033,0.494713
3315.4670,0.495685
3317.3307,0.496897
3319.1943,0.497575
3321.0580,0.499372
3322.9217,0.501501
3324.7854,0.501893
3326.6490,0.502119
3328.5127,0.502716
3330.3764,0.503225
3332.2400,0.505160
3334.1037,0.506793
3335.9674,0.507253
3337.8310,0.507185
3339.6947,0.506244
3341.5584,0.506561
3343.4220,0.507340
3345.2857,0.507205
3347.1494,0.508050
3349.0130,0.509924
3350.8767,0.511737
3352.7404,0.512571
3354.6041,0.512745
3356.4677,0.512256
3358.3314,0.512423
3360.1951,0.513731
3362.0587,0.514192
3363.9224,0.514835
3365.7861,0.515390
3367.6497,0.514172
3369.5134,0.513831
3371.3771,0.514861
3373.2407,0.515369
3375.1044,0.515482
3376.9681,0.516225
3378.8317,0.516961
3380.6954,0.518040
3382.5591,0.517645
3384.4228,0.516178
3386.2864,0.515989
3388.1501,0.516628
3390.0138,0.516923
3391.8774,0.518939
3393.7411,0.520602
3395.6048,0.519736
3397.4684,0.518496
3399.3321,0.519029
3401.1958,0.519515
3403.0594,0.518130
3404.9231,0.516743
3406.7868,0.517630
3408.6505,0.519225
3410.5141,0.517803
3412.3778,0.516398
3414.2415,0.518713
3416.1051,0.520750
3417.9688,0.519069
3419.8325,0.517394
3421.6961,0.517820
3423.5598,0.518093
3425.4235,0.517479
3427.2871,0.516793
3429.1508,0.516320
3431.0145,0.517047
3432.8781,0.518373
3434.7418,0.518331
3436.6055,0.518406
3438.4692,0.517511
3440.3328,0.516804
3442.1965,0.515370
3444.0602,0.513786
3445.9238,0.513207
3447.7875,0.512450
3449.6512,0.511721
3451.5148,0.511109
3453.3785,0.511200
3455.2422,0.509626
3457.1058,0.506614
3458.9695,0.506532
3460.8332,0.507148
3462.6969,0.504782
3464.5605,0.503046
3466.4242,0.502808
3468.2879,0.501836
3470.1515,0.500629
3472.0152,0.499989
3473.8789,0.500061
3475.7425,0.500291
3477.6062,0.499184
3479.4699,0.496640
3481.3335,0.495581
3483.1972,0.495678
3485.0609,0.495581
3486.9245,0.493666
3488.7882,0.491491
3490.6519,0.490750
3492.5156,0.489914
3494.3792,0.491222
3496.2429,0.493263
3498.1066,0.492153
3499.9702,0.491679
3501.8339,0.491968
3503.6976,0.490888
3505.5612,0.489550
3507.4249,0.488587
3509.2886,0.487377
3511.1522,0.488965
3513.0159,0.489696
3514.8796,0.486379
3516.7432,0.484057
3518.6069,0.484836
3520.4706,0.484655
3522.3343,0.484123
3524.1979,0.484996
3526.0616,0.485484
3527.9253,0.483452
3529.7889,0.482237
3531.6526,0.481749
3533.5163,0.480521
3535.3799,0.479223
3537.2436,0.478867
3539.1073,0.477656
3540.9709,0.476401
3542.8346,0.475766
3544.6983,0.474134
3546.5620,0.475292
3548.4256,0.475494
3550.2893,0.473246
3552.1530,0.472031
3554.0166,0.472577
3555.8803,0.471178
3557.7440,0.467983
3559.6076,0.468456
3561.4713,0.472539
3563.3350,0.474217
3565.1986,0.473165
3567.0623,0.472479
3568.9260,0.472716
3570.7896,0.469668
3572.6533,0.463296
3574.5170,0.461371
3576.3807,0.461265
3578.2443,0.460708
3580.1080,0.462193
3581.9717,0.464188
3583.8353,0.463899
3585.6990,0.461850
3587.5627,0.461718
3589.4263,0.464801
3591.2900,0.464250
3593.1537,0.459392
3595.0173,0.457901
3596.8810,0.458231
3598.7447,0.455063
3600.6084,0.452684
3602.4720,0.454207
3604.3357,0.455288
3606.1994,0.453608
3608.0630,0.455283
3609.9267,0.458928
3611.7904,0.459626
3613.6540,0.458083
3615.5177,0.457004
3617.3814,0.452987
3619.2450,0.451068
3621.1087,0.454659
3622.9724,0.456174
3624.8360,0.452652
3626.6997,0.448882
3628.5634,0.447404
3630.4271,0.451339
3632.2907,0.451220
3634.1544,0.443280
3636.0181,0.440964
3637.8817,0.439536
3639.7454,0.439283
3641.6091,0.442083
3643.4727,0.446000
3645.3364,0.449144
3647.2001,0.447827
3649.0637,0.448974
3650.9274,0.451706
3652.7911,0.449615
3654.6547,0.441106
3656.5184,0.433378
3658.3821,0.434132
3660.2458,0.432961
3662.1094,0.430716
3663.9731,0.432420
3665.8368,0.435273
3667.7004,0.436349
3669.5641,0.439226
3671.4278,0.447610
3673.2914,0.450290
3675.1551,0.442629
3677.0188,0.445302
3678.8824,0.445975
3680.7461,0.436795
3682.6098,0.434859
3684.4735,0.433834
3686.3371,0.432937
3688.2008,0.429246
3690.0645,0.429600
3691.9281,0.430582
3693.7918,0.428059
3695.6555,0.426310
3697.5191,0.425422
3699.3828,0.424759
3701.2465,0.423276
3703.1101,0.426185
3704.9738,0.429072
3706.8375,0.427417
3708.7011,0.427220
3710.5648,0.427639
3712.4285,0.427986
3714.2922,0.429985
3716.1558,0.429296
3718.0195,0.425201
3719.8832,0.424863
3721.7468,0.425436
3723.6105,0.424990
3725.4742,0.426438
3727.3378,0.430279
3729.2015,0.433500
3731.0652,0.431176
3732.9288,0.430448
3734.7925,0.434293
3736.6562,0.436424
3738.5199,0.442282
3740.3835,0.442868
3742.2472,0.440114
3744.1109,0.438557
3745.9745,0.446838
3747.8382,0.453142
3749.7019,0.443732
3751.5655,0.443023
3753.4292,0.444719
3755.2929,0.443052
3757.1565,0.437671
3759.0202,0.436080
3760.8839,0.438198
3762.7475,0.440491
3764.6112,0.438458
3766.4749,0.437474
3768.3386,0.438266
3770.2022,0.436291
3772.0659,0.438538
3773.9296,0.439635
3775.7932,0.437483
3777.6569,0.436546
3779.5206,0.436171
3781.3842,0.438747
3783.2479,0.439070
3785.1116,0.437265
3786.9752,0.437846
3788.8389,0.437544
3790.7026,0.438030
3792.5662,0.439194
3794.4299,0.441108
3796.2936,0.444403
3798.1573,0.447729
3800.0209,0.447758
3801.8846,0.444957
3803.7483,0.448942
3805.6119,0.447076
3807.4756,0.443316
3809.3393,0.448830
3811.2029,0.450692
3813.0666,0.449314
3814.9303,0.450827
3816.7939,0.453380
3818.6576,0.457572
3820.5213,0.452574
3822.3850,0.452377
3824.2486,0.457574
3826.1123,0.454249
3827.9760,0.453080
3829.8396,0.455749
3831.7033,0.457477
3833.5670,0.461296
3835.4306,0.462732
3837.2943,0.460491
3839.1580,0.460096
3841.0216,0.461977
3842.8853,0.461028
3844.7490,0.461101
3846.6126,0.465550
3848.4763,0.470161
3850.3400,0.470617
3852.2037,0.466994
3854.0673,0.466825
3855.9310,0.473443
3857.7947,0.474682
3859.6583,0.473012
3861.5220,0.472123
3863.3857,0.473624
3865.2493,0.477361
3867.1130,0.480345
3868.9767,0.479149
3870.8403,0.476011
3872.7040,0.479710
3874.5677,0.478653
3876.4314,0.481848
3878.2950,0.481927
3880.1587,0.479448
3882.0224,0.482953
3883.8860,0.486647
3885.7497,0.483675
3887.6134,0.485841
3889.4770,0.487346
3891.3407,0.483387
3893.2044,0.486886
3895.0680,0.491737
3896.9317,0.493405
3898.7954,0.496630
3900.6590,0.498664
3902.5227,0.498768
3904.3864,0.496439
3906.2501,0.495972
3908.1137,0.495093
3909.9774,0.494028
3911.8411,0.496442
3913.7047,0.498811
3915.5684,0.498708
3917.4321,0.500662
3919.2957,0.503900
3921.1594,0.503485
3923.0231,0.503264
3924.8867,0.504666
3926.7504,0.507657
3928.6141,0.509529
3930.4777,0.508898
3932.3414,0.507753
3934.2051,0.507750
3936.0688,0.509798
3937.9324,0.511757
3939.7961,0.513770
3941.6598,0.514900
3943.5234,0.517194
3945.3871,0.519294
3947.2508,0.517777
3949.1144,0.517305
3950.9781,0.520284
3952.8418,0.521202
3954.7054,0.521401
3956.5691,0.522230
3958.4328,0.522976
3960.2965,0.522182
3962.1601,0.523142
3964.0238,0.524806
3965.8875,0.525745
3967.7511,0.525710
3969.6148,0.526531
3971.4785,0.528996
3973.3421,0.530888
3975.2058,0.531634
3977.0695,0.532478
3978.9331,0.532243
3980.7968,0.533513
3982.6605,0.534587
3984.5241,0.536118
3986.3878,0.536587
3988.2515,0.536103
3990.1152,0.537063
3991.9788,0.539619
3993.8425,0.539521
3995.7062,0.539647
3997.5698,0.541372
3999.4335,0.543405
